registrationId,status,grade,RegistratedTo,RegistratedBy
R3401,registered,,I-4251,19910514-0068
R3402,withdrawn,,I-1984,19911116-0069
R3403,not started,,I-2932,19911116-0069
R3404,registered,,I-2409,19911116-0069
R3405,completed,5,I-5228,19911116-0069
R3406,completed,5,I-3042,19911116-0069
R3407,registered,,I-3050,19911116-0069
R3408,completed,5,I-3048,19911116-0069
R3409,registered,,I-3049,19911116-0069
R3410,withdrawn,,I-205,19911116-0069
R3411,completed,5,I-736,19911116-0069
R3412,registered,,I-2912,19920828-0070
R3413,not started,,I-2916,19920828-0070
R3414,withdrawn,,I-5418,19920828-0070
R3415,completed,4,I-3118,19920828-0070
R3416,not started,,I-2913,19920828-0070
R3417,withdrawn,,I-3119,19920828-0070
R3418,withdrawn,,I-3621,19920828-0070
R3419,completed,3,I-381,19920828-0070
R3420,withdrawn,,I-3934,19920828-0070
R3421,registered,,I-2919,19920828-0070
R3422,registered,,I-3023,19920828-0070
R3423,completed,5,I-3738,19920828-0070
R3424,not started,,I-3031,19920828-0070
R3425,not started,,I-3029,19920828-0070
R3426,withdrawn,,I-2262,19901029-0071
R3427,not started,,I-4662,19901029-0071
R3428,withdrawn,,I-4978,19901029-0071
R3429,not started,,I-2271,19901029-0071
R3430,not started,,I-2269,19901029-0071
R3431,not started,,I-2267,19901029-0071
R3432,not started,,I-2050,19901029-0071
R3433,registered,,I-2378,19901029-0071
R3434,withdrawn,,I-2379,19901029-0071
R3435,completed,5,I-5201,19901029-0071
R3436,registered,,I-3209,19901029-0071
R3437,completed,5,I-2382,19901029-0071
R3438,registered,,I-4559,19901029-0071
R3439,not started,,I-3008,19901029-0071
R3440,withdrawn,,I-3820,19901029-0071
R3441,withdrawn,,I-2273,19901029-0071
R3442,withdrawn,,I-2477,19920206-0072
R3443,completed,3,I-585,19920206-0072
R3444,completed,4,I-3114,19920206-0072
R3445,registered,,I-2591,19920206-0072
R3446,registered,,I-708,19920206-0072
R3447,not started,,I-595,19920206-0072
R3448,completed,5,I-4254,19920206-0072
R3449,completed,4,I-2926,19920602-0073
R3450,not started,,I-610,19920602-0073
R3451,completed,5,I-2717,19920602-0073
R3452,withdrawn,,I-1458,19920602-0073
R3453,not started,,I-2822,19920602-0073
R3454,registered,,I-1570,19920602-0073
R3455,completed,5,I-2823,19920602-0073
R3456,completed,3,I-1036,19920602-0073
R3457,completed,4,I-4437,19900201-0074
R3458,withdrawn,,I-344,19900201-0074
R3459,completed,4,I-4132,19900201-0074
R3460,not started,,I-349,19900201-0074
R3461,registered,,I-348,19900201-0074
R3462,not started,,I-2672,19900201-0074
R3463,not started,,I-5472,19900201-0074
R3464,completed,4,I-148,19900201-0074
R3465,not started,,I-461,19900201-0074
R3466,completed,3,I-462,19900201-0074
R3467,completed,4,I-463,19900201-0074
R3468,registered,,I-255,19900201-0074
R3469,not started,,I-470,19900201-0074
R3470,registered,,I-5473,19900201-0074
R3471,not started,,I-5518,19900201-0074
R3472,completed,3,I-469,19900201-0074
R3473,not started,,I-5495,19900201-0074
R3474,completed,3,I-3818,19900201-0074
R3475,registered,,I-466,19900201-0074
R3476,registered,,I-1310,19900201-0074
R3477,not started,,I-581,19900201-0074
R3478,registered,,I-582,19900201-0074
R3479,registered,,I-2478,19900201-0074
R3480,completed,5,I-583,19900201-0074
R3481,registered,,I-1743,19900201-0074
R3482,withdrawn,,I-589,19900201-0074
R3483,withdrawn,,I-3720,19900201-0074
R3484,not started,,I-4563,19900201-0074
R3485,completed,3,I-586,19900201-0074
R3486,completed,3,I-1514,19920226-0075
R3487,withdrawn,,I-991,19920226-0075
R3488,registered,,I-1516,19920226-0075
R3489,withdrawn,,I-2041,19920226-0075
R3490,not started,,I-1625,19920226-0075
R3491,not started,,I-3100,19920226-0075
R3492,withdrawn,,I-1627,19920226-0075
R3493,withdrawn,,I-4871,19920226-0075
R3494,registered,,I-4973,19900619-0076
R3495,not started,,I-1623,19900619-0076
R3496,withdrawn,,I-3188,19900619-0076
R3497,completed,3,I-3597,19900619-0076
R3498,not started,,I-5295,19900619-0076
R3499,completed,5,I-1944,19900619-0076
R3500,withdrawn,,I-1430,19900619-0076
R3501,completed,3,I-3709,19900619-0076
R3502,withdrawn,,I-3400,19910122-0077
R3503,completed,3,I-3401,19910122-0077
R3504,not started,,I-2050,19910122-0077
R3505,withdrawn,,I-3403,19910122-0077
R3506,not started,,I-996,19910122-0077
R3507,registered,,I-890,19910122-0077
R3508,withdrawn,,I-3410,19910122-0077
R3509,withdrawn,,I-3407,19910122-0077
R3510,completed,4,I-3411,19910122-0077
R3511,not started,,I-3406,19910122-0077
R3512,completed,4,I-4670,19910122-0077
R3513,completed,4,I-3512,19910122-0077
R3514,not started,,I-3514,19910122-0077
R3515,completed,3,I-2796,19910122-0077
R3516,completed,3,I-1522,19910820-0078
R3517,withdrawn,,I-46,19910820-0078
R3518,registered,,I-1528,19910820-0078
R3519,completed,4,I-1524,19910820-0078
R3520,not started,,I-1525,19910820-0078
R3521,completed,4,I-1632,19910820-0078
R3522,withdrawn,,I-2477,19910820-0078
R3523,registered,,I-2484,19910820-0078
R3524,not started,,I-1634,19910820-0078
R3525,completed,3,I-2883,19931212-0079
R3526,not started,,I-886,19931212-0079
R3527,completed,3,I-2568,19931212-0079
R3528,registered,,I-2362,19931212-0079
R3529,registered,,I-2996,19931212-0079
R3530,completed,5,I-2997,19931212-0079
R3531,completed,5,I-3000,19931212-0079
R3532,registered,,I-2999,19931212-0079
R3533,not started,,I-1339,19900321-0080
R3534,withdrawn,,I-1018,19900321-0080
R3535,withdrawn,,I-5002,19900321-0080
R3536,withdrawn,,I-1020,19900321-0080
R3537,withdrawn,,I-1661,19900321-0080
R3538,registered,,I-2616,19900321-0080
R3539,withdrawn,,I-4814,19900321-0080
R3540,withdrawn,,I-2617,19900321-0080
R3541,not started,,I-4495,19900321-0080
R3542,not started,,I-837,19900321-0080
R3543,not started,,I-1300,19910206-0081
R3544,not started,,I-1301,19910206-0081
R3545,registered,,I-1306,19910206-0081
R3546,completed,3,I-3805,19910206-0081
R3547,not started,,I-2471,19910206-0081
R3548,registered,,I-2051,19910206-0081
R3549,not started,,I-1425,19910206-0081
R3550,withdrawn,,I-1426,19910206-0081
R3551,completed,3,I-4338,19930829-0082
R3552,withdrawn,,I-4668,19930829-0082
R3553,completed,5,I-1213,19930829-0082
R3554,not started,,I-5292,19930829-0082
R3555,completed,3,I-472,19930829-0082
R3556,registered,,I-474,19930829-0082
R3557,withdrawn,,I-804,19930829-0082
R3558,registered,,I-5519,19930829-0082
R3559,completed,4,I-1123,19930829-0082
R3560,registered,,I-592,19930829-0082
R3561,completed,4,I-596,19930829-0082
R3562,completed,3,I-3728,19930829-0082
R3563,withdrawn,,I-4551,19900317-0083
R3564,completed,5,I-4981,19900317-0083
R3565,completed,5,I-3608,19900317-0083
R3566,not started,,I-3812,19900317-0083
R3567,completed,5,I-3923,19900317-0083
R3568,withdrawn,,I-4776,19900317-0083
R3569,withdrawn,,I-476,19900317-0083
R3570,registered,,I-1743,19900317-0083
R3571,not started,,I-4043,19900317-0083
R3572,withdrawn,,I-5211,19900317-0083
R3573,withdrawn,,I-4793,19900317-0083
R3574,registered,,I-4047,19900317-0083
R3575,not started,,I-5314,19900317-0083
R3576,not started,,I-592,19900317-0083
R3577,completed,4,I-2489,19900317-0083
R3578,withdrawn,,I-4050,19900317-0083
R3579,completed,3,I-4177,19910214-0084
R3580,not started,,I-1766,19910214-0084
R3581,completed,5,I-5020,19910214-0084
R3582,completed,3,I-1768,19910214-0084
R3583,not started,,I-1767,19910214-0084
R3584,registered,,I-4598,19910214-0084
R3585,completed,4,I-1771,19910214-0084
R3586,registered,,I-827,19910214-0084
R3587,registered,,I-1776,19910214-0084
R3588,completed,4,I-2825,19910214-0084
R3589,withdrawn,,I-5341,19910214-0084
R3590,completed,3,I-1881,19910214-0084
R3591,not started,,I-2208,19910214-0084
R3592,completed,3,I-1882,19910214-0084
R3593,withdrawn,,I-43,19901002-0085
R3594,completed,4,I-465,19901002-0085
R3595,registered,,I-1730,19901002-0085
R3596,completed,4,I-1729,19901002-0085
R3597,withdrawn,,I-1728,19901002-0085
R3598,not started,,I-1731,19901002-0085
R3599,not started,,I-1735,19901002-0085
R3600,not started,,I-1841,19901002-0085
R3601,not started,,I-4560,19901002-0085
R3602,completed,3,I-799,19901002-0085
R3603,withdrawn,,I-1843,19901002-0085
R3604,registered,,I-3619,19901002-0085
R3605,withdrawn,,I-4437,19930228-0086
R3606,completed,5,I-344,19930228-0086
R3607,not started,,I-345,19930228-0086
R3608,registered,,I-349,19930228-0086
R3609,completed,4,I-3501,19930228-0086
R3610,completed,4,I-4132,19930228-0086
R3611,withdrawn,,I-5471,19930228-0086
R3612,not started,,I-148,19930228-0086
R3613,not started,,I-461,19930228-0086
R3614,completed,3,I-462,19930228-0086
R3615,withdrawn,,I-465,19930228-0086
R3616,completed,5,I-463,19930228-0086
R3617,registered,,I-468,19930228-0086
R3618,withdrawn,,I-5496,19930228-0086
R3619,not started,,I-5473,19930228-0086
R3620,registered,,I-466,19930228-0086
R3621,registered,,I-5518,19930228-0086
R3622,withdrawn,,I-469,19930228-0086
R3623,completed,4,I-1104,19930228-0086
R3624,registered,,I-470,19930228-0086
R3625,registered,,I-581,19930228-0086
R3626,withdrawn,,I-1115,19930228-0086
R3627,completed,5,I-584,19930228-0086
R3628,not started,,I-590,19930228-0086
R3629,completed,4,I-5221,19901108-0087
R3630,completed,4,I-2187,19901108-0087
R3631,registered,,I-4482,19901108-0087
R3632,registered,,I-3130,19901108-0087
R3633,not started,,I-1357,19901108-0087
R3634,completed,4,I-4910,19901108-0087
R3635,completed,3,I-2511,19901108-0087
R3636,not started,,I-1033,19901108-0087
R3637,withdrawn,,I-1473,19901108-0087
R3638,registered,,I-3344,19901108-0087
R3639,not started,,I-3346,19901108-0087
R3640,withdrawn,,I-3348,19901108-0087
R3641,completed,4,I-2506,19920826-0088
R3642,registered,,I-2507,19920826-0088
R3643,completed,5,I-2509,19920826-0088
R3644,not started,,I-1353,19920826-0088
R3645,completed,3,I-507,19920826-0088
R3646,withdrawn,,I-2513,19920826-0088
R3647,withdrawn,,I-2514,19920826-0088
R3648,registered,,I-2515,19920826-0088
R3649,registered,,I-295,19920826-0088
R3650,withdrawn,,I-2517,19920826-0088
R3651,registered,,I-2618,19920826-0088
R3652,not started,,I-5027,19920826-0088
R3653,registered,,I-2620,19920826-0088
R3654,not started,,I-2624,19920826-0088
R3655,completed,3,I-1665,19900426-0089
R3656,not started,,I-1244,19900426-0089
R3657,withdrawn,,I-1027,19900426-0089
R3658,completed,4,I-3648,19900426-0089
R3659,registered,,I-3755,19900426-0089
R3660,registered,,I-1371,19900426-0089
R3661,registered,,I-409,19900426-0089
R3662,registered,,I-3762,19900426-0089
R3663,registered,,I-3143,19900426-0089
R3664,completed,3,I-1259,19900426-0089
R3665,registered,,I-5236,19900426-0089
R3666,completed,5,I-4376,19900902-0090
R3667,completed,3,I-2825,19900902-0090
R3668,withdrawn,,I-4597,19900902-0090
R3669,withdrawn,,I-4380,19900902-0090
R3670,withdrawn,,I-2620,19900902-0090
R3671,withdrawn,,I-4493,19900902-0090
R3672,completed,3,I-4497,19900902-0090
R3673,not started,,I-4498,19900902-0090
R3674,registered,,I-4608,19900902-0090
R3675,registered,,I-4611,19900902-0090
R3676,registered,,I-4401,19900902-0090
R3677,withdrawn,,I-522,19900902-0090
R3678,withdrawn,,I-3087,19911025-0091
R3679,completed,5,I-3088,19911025-0091
R3680,withdrawn,,I-3089,19911025-0091
R3681,registered,,I-3090,19911025-0091
R3682,completed,3,I-1629,19911025-0091
R3683,completed,3,I-358,19911025-0091
R3684,completed,4,I-4771,19911025-0091
R3685,not started,,I-2376,19911025-0091
R3686,not started,,I-3199,19911025-0091
R3687,not started,,I-3203,19911025-0091
R3688,withdrawn,,I-3202,19911025-0091
R3689,withdrawn,,I-790,19911025-0091
R3690,not started,,I-3408,19911025-0091
R3691,registered,,I-3304,19911025-0091
R3692,not started,,I-1319,19911025-0091
R3693,not started,,I-4784,19911025-0091
R3694,withdrawn,,I-3309,19911025-0091
R3695,completed,5,I-3620,19910817-0092
R3696,withdrawn,,I-4263,19910817-0092
R3697,withdrawn,,I-2598,19910817-0092
R3698,not started,,I-4259,19910817-0092
R3699,registered,,I-3737,19910817-0092
R3700,not started,,I-3738,19910817-0092
R3701,withdrawn,,I-3740,19910817-0092
R3702,withdrawn,,I-3739,19910817-0092
R3703,withdrawn,,I-3331,19910817-0092
R3704,completed,5,I-3229,19910817-0092
R3705,registered,,I-3326,19910817-0092
R3706,registered,,I-3742,19910817-0092
R3707,completed,4,I-1329,19920504-0093
R3708,registered,,I-2493,19920504-0093
R3709,registered,,I-3014,19920504-0093
R3710,withdrawn,,I-1332,19920504-0093
R3711,not started,,I-4681,19920504-0093
R3712,completed,4,I-3429,19920504-0093
R3713,not started,,I-3021,19920504-0093
R3714,registered,,I-1334,19920504-0093
R3715,completed,5,I-2915,19920504-0093
R3716,registered,,I-1452,19920504-0093
R3717,not started,,I-1453,19920504-0093
R3718,completed,5,I-3435,19920504-0093
R3719,withdrawn,,I-1456,19920504-0093
R3720,not started,,I-1454,19920504-0093
R3721,registered,,I-1458,19920504-0093
R3722,registered,,I-817,19920504-0093
R3723,registered,,I-3231,19920504-0093
R3724,registered,,I-3438,19920504-0093
R3725,completed,5,I-1974,19920504-0093
R3726,not started,,I-1228,19921201-0094
R3727,registered,,I-910,19921201-0094
R3728,withdrawn,,I-1130,19921201-0094
R3729,not started,,I-707,19921201-0094
R3730,completed,5,I-815,19921201-0094
R3731,completed,3,I-816,19921201-0094
R3732,registered,,I-4899,19921201-0094
R3733,registered,,I-822,19921201-0094
R3734,registered,,I-925,19921201-0094
R3735,not started,,I-4810,19921201-0094
R3736,not started,,I-2610,19921201-0094
R3737,not started,,I-928,19921201-0094
R3738,completed,3,I-1736,19900128-0095
R3739,registered,,I-5093,19900128-0095
R3740,withdrawn,,I-3109,19900128-0095
R3741,not started,,I-3926,19900128-0095
R3742,withdrawn,,I-3835,19900128-0095
R3743,withdrawn,,I-277,19900128-0095
R3744,withdrawn,,I-1854,19900128-0095
R3745,registered,,I-4678,19900128-0095
R3746,completed,3,I-1563,19910327-0096
R3747,withdrawn,,I-1147,19910327-0096
R3748,withdrawn,,I-1030,19910327-0096
R3749,completed,3,I-291,19910327-0096
R3750,registered,,I-5337,19910327-0096
R3751,not started,,I-1151,19910327-0096
R3752,withdrawn,,I-1153,19910327-0096
R3753,completed,5,I-1154,19910327-0096
R3754,completed,3,I-3358,19910327-0096
R3755,completed,4,I-5356,19910327-0096
R3756,not started,,I-1265,19910327-0096
R3757,registered,,I-1266,19910327-0096
R3758,not started,,I-4901,19921208-0097
R3759,not started,,I-4365,19921208-0097
R3760,withdrawn,,I-1134,19921208-0097
R3761,not started,,I-4163,19921208-0097
R3762,not started,,I-4484,19921208-0097
R3763,not started,,I-4485,19921208-0097
R3764,registered,,I-4487,19921208-0097
R3765,withdrawn,,I-4486,19921208-0097
R3766,not started,,I-4600,19921208-0097
R3767,not started,,I-2210,19921208-0097
R3768,not started,,I-4602,19921208-0097
R3769,not started,,I-4606,19921208-0097
R3770,registered,,I-4686,19920217-0098
R3771,registered,,I-390,19920217-0098
R3772,registered,,I-603,19920217-0098
R3773,withdrawn,,I-1457,19920217-0098
R3774,withdrawn,,I-5121,19920217-0098
R3775,not started,,I-3750,19920217-0098
R3776,completed,3,I-933,19920217-0098
R3777,completed,5,I-5015,19920217-0098
R3778,registered,,I-1475,19920217-0098
R3779,registered,,I-1678,19920217-0098
R3780,registered,,I-4923,19920217-0098
R3781,registered,,I-4926,19920217-0098
R3782,withdrawn,,I-3602,19931231-0099
R3783,completed,4,I-3818,19931231-0099
R3784,withdrawn,,I-3605,19931231-0099
R3785,registered,,I-5400,19931231-0099
R3786,withdrawn,,I-3716,19931231-0099
R3787,withdrawn,,I-1958,19931231-0099
R3788,withdrawn,,I-2383,19931231-0099
R3789,registered,,I-370,19931231-0099
R3790,registered,,I-3959,19930709-0100
R3791,not started,,I-3748,19930709-0100
R3792,withdrawn,,I-4281,19930709-0100
R3793,withdrawn,,I-4068,19930709-0100
R3794,registered,,I-2302,19930709-0100
R3795,not started,,I-3441,19930709-0100
R3796,not started,,I-729,19930709-0100
R3797,withdrawn,,I-5229,19930709-0100
R3798,not started,,I-3442,19930709-0100
R3799,completed,4,I-2622,19930709-0100
R3800,registered,,I-3548,19930709-0100
R3801,completed,4,I-3549,19930709-0100
R3802,registered,,I-3550,19930709-0100
R3803,registered,,I-4483,19921218-0101
R3804,not started,,I-3633,19921218-0101
R3805,completed,3,I-73,19921218-0101
R3806,not started,,I-3641,19921218-0101
R3807,completed,3,I-3746,19921218-0101
R3808,withdrawn,,I-3447,19921218-0101
R3809,completed,4,I-2931,19921218-0101
R3810,completed,3,I-3751,19921218-0101
R3811,completed,4,I-3220,19910404-0102
R3812,withdrawn,,I-1337,19910404-0102
R3813,withdrawn,,I-3121,19910404-0102
R3814,registered,,I-3119,19910404-0102
R3815,withdrawn,,I-384,19910404-0102
R3816,registered,,I-1974,19910404-0102
R3817,not started,,I-2814,19910404-0102
R3818,completed,3,I-919,19910404-0102
R3819,registered,,I-3226,19910404-0102
R3820,registered,,I-3431,19910404-0102
R3821,withdrawn,,I-3228,19910404-0102
R3822,not started,,I-3229,19910404-0102
R3823,completed,4,I-4375,19910404-0102
R3824,completed,4,I-2200,19910404-0102
R3825,not started,,I-2613,19910404-0102
R3826,not started,,I-3336,19910404-0102
R3827,not started,,I-3340,19910404-0102
R3828,withdrawn,,I-3198,19910403-0103
R3829,not started,,I-2893,19910403-0103
R3830,completed,4,I-2895,19910403-0103
R3831,completed,5,I-2998,19910403-0103
R3832,withdrawn,,I-2480,19910403-0103
R3833,completed,3,I-3006,19910403-0103
R3834,completed,3,I-3007,19910403-0103
R3835,not started,,I-3009,19910403-0103
R3836,withdrawn,,I-5202,19910403-0103
R3837,not started,,I-3011,19910403-0103
R3838,withdrawn,,I-3013,19910403-0103
R3839,not started,,I-165,19910403-0103
R3840,not started,,I-1355,19900119-0104
R3841,registered,,I-4173,19900119-0104
R3842,completed,4,I-925,19900119-0104
R3843,registered,,I-3648,19900119-0104
R3844,not started,,I-4283,19900119-0104
R3845,not started,,I-3968,19900119-0104
R3846,completed,5,I-1999,19900119-0104
R3847,registered,,I-4287,19900119-0104
R3848,not started,,I-1555,19900307-0105
R3849,registered,,I-713,19900307-0105
R3850,not started,,I-3223,19900307-0105
R3851,not started,,I-1972,19900307-0105
R3852,not started,,I-400,19900307-0105
R3853,registered,,I-2091,19900307-0105
R3854,withdrawn,,I-3539,19900307-0105
R3855,registered,,I-89,19900307-0105
R3856,withdrawn,,I-1575,19900307-0105
R3857,withdrawn,,I-1573,19900307-0105
R3858,registered,,I-4077,19900307-0105
R3859,not started,,I-5342,19900307-0105
R3860,withdrawn,,I-2211,19900307-0105
R3861,not started,,I-4286,19900307-0105
R3862,completed,4,I-1885,19900307-0105
R3863,withdrawn,,I-2210,19900307-0105
R3864,registered,,I-2207,19900307-0105
R3865,withdrawn,,I-4669,19930414-0106
R3866,not started,,I-4671,19930414-0106
R3867,withdrawn,,I-2907,19930414-0106
R3868,not started,,I-2689,19930414-0106
R3869,completed,3,I-1447,19930414-0106
R3870,completed,4,I-172,19930414-0106
R3871,registered,,I-4788,19930414-0106
R3872,registered,,I-4794,19930414-0106
R3873,registered,,I-4896,19930414-0106
R3874,withdrawn,,I-4899,19930414-0106
R3875,completed,3,I-4897,19930414-0106
R3876,withdrawn,,I-3332,19930414-0106
R3877,completed,4,I-1526,19920316-0107
R3878,registered,,I-3000,19920316-0107
R3879,not started,,I-2677,19920316-0107
R3880,withdrawn,,I-5197,19920316-0107
R3881,registered,,I-4558,19920316-0107
R3882,registered,,I-4346,19920316-0107
R3883,not started,,I-372,19920316-0107
R3884,completed,4,I-2801,19920316-0107
R3885,completed,5,I-1226,19920316-0107
R3886,withdrawn,,I-2803,19920316-0107
R3887,completed,4,I-2797,19920316-0107
R3888,registered,,I-2800,19920316-0107
R3889,withdrawn,,I-3515,19920316-0107
R3890,registered,,I-3518,19920316-0107
R3891,not started,,I-4965,19921123-0108
R3892,withdrawn,,I-4966,19921123-0108
R3893,completed,5,I-2667,19921123-0108
R3894,not started,,I-1828,19921123-0108
R3895,registered,,I-5080,19921123-0108
R3896,completed,3,I-5081,19921123-0108
R3897,not started,,I-5083,19921123-0108
R3898,not started,,I-5195,19921123-0108
R3899,completed,3,I-5406,19921123-0108
R3900,withdrawn,,I-5198,19921123-0108
R3901,registered,,I-5086,19921123-0108
R3902,not started,,I-50,19921123-0108
R3903,completed,4,I-997,19921123-0108
R3904,registered,,I-3510,19921123-0108
R3905,completed,4,I-1956,19921123-0108
R3906,not started,,I-5200,19921123-0108
R3907,completed,5,I-5201,19921123-0108
R3908,withdrawn,,I-5202,19921123-0108
R3909,registered,,I-2272,19920917-0109
R3910,not started,,I-1121,19920917-0109
R3911,not started,,I-798,19920917-0109
R3912,registered,,I-2276,19920917-0109
R3913,completed,3,I-2277,19920917-0109
R3914,not started,,I-4042,19920917-0109
R3915,completed,4,I-3926,19920917-0109
R3916,not started,,I-2280,19920917-0109
R3917,withdrawn,,I-1536,19920917-0109
R3918,withdrawn,,I-2583,19920917-0109
R3919,not started,,I-2388,19920917-0109
R3920,not started,,I-2390,19920917-0109
R3921,not started,,I-2391,19920917-0109
R3922,withdrawn,,I-2393,19920917-0109
R3923,registered,,I-3391,19930906-0110
R3924,registered,,I-3095,19930906-0110
R3925,registered,,I-3393,19930906-0110
R3926,withdrawn,,I-2674,19930906-0110
R3927,not started,,I-1950,19930906-0110
R3928,withdrawn,,I-896,19930906-0110
R3929,completed,5,I-4027,19930906-0110
R3930,not started,,I-688,19930906-0110
R3931,not started,,I-3505,19930906-0110
R3932,withdrawn,,I-1631,19930906-0110
R3933,withdrawn,,I-3509,19930906-0110
R3934,registered,,I-1942,19930906-0110
R3935,withdrawn,,I-4965,19901026-0111
R3936,withdrawn,,I-1416,19901026-0111
R3937,withdrawn,,I-3089,19901026-0111
R3938,withdrawn,,I-883,19901026-0111
R3939,not started,,I-1629,19901026-0111
R3940,withdrawn,,I-3812,19901026-0111
R3941,not started,,I-3199,19901026-0111
R3942,withdrawn,,I-1839,19901026-0111
R3943,completed,4,I-3304,19901026-0111
R3944,not started,,I-3305,19901026-0111
R3945,withdrawn,,I-3306,19901026-0111
R3946,not started,,I-3308,19901026-0111
R3947,completed,3,I-4323,19900430-0112
R3948,not started,,I-1413,19900430-0112
R3949,not started,,I-4327,19900430-0112
R3950,withdrawn,,I-40,19900430-0112
R3951,withdrawn,,I-5194,19900430-0112
R3952,withdrawn,,I-4446,19900430-0112
R3953,withdrawn,,I-4451,19900430-0112
R3954,not started,,I-355,19900430-0112
R3955,withdrawn,,I-4240,19900430-0112
R3956,withdrawn,,I-4874,19900430-0112
R3957,registered,,I-53,19900430-0112
R3958,registered,,I-1842,19900430-0112
R3959,registered,,I-4558,19900430-0112
R3960,withdrawn,,I-4565,19900430-0112
R3961,registered,,I-295,19900701-0113
R3962,withdrawn,,I-2301,19900701-0113
R3963,registered,,I-1986,19900701-0113
R3964,not started,,I-2302,19900701-0113
R3965,completed,4,I-2304,19900701-0113
R3966,completed,4,I-2305,19900701-0113
R3967,withdrawn,,I-2308,19900701-0113
R3968,withdrawn,,I-192,19900701-0113
R3969,not started,,I-4592,19900701-0113
R3970,completed,3,I-2413,19900701-0113
R3971,withdrawn,,I-2414,19900701-0113
R3972,withdrawn,,I-2416,19900701-0113
R3973,withdrawn,,I-5135,19900701-0113
R3974,registered,,I-1017,19900902-0114
R3975,withdrawn,,I-1340,19900902-0114
R3976,registered,,I-501,19900902-0114
R3977,registered,,I-4272,19900902-0114
R3978,not started,,I-603,19900902-0114
R3979,completed,5,I-4905,19900902-0114
R3980,not started,,I-3031,19900902-0114
R3981,completed,3,I-1345,19900902-0114
R3982,completed,5,I-4266,19900902-0114
R3983,withdrawn,,I-1347,19900902-0114
R3984,registered,,I-4811,19900902-0114
R3985,completed,4,I-5014,19900902-0114
R3986,completed,4,I-1469,19900902-0114
R3987,withdrawn,,I-1467,19900902-0114
R3988,completed,5,I-1931,19920505-0115
R3989,registered,,I-1932,19920505-0115
R3990,not started,,I-1935,19920505-0115
R3991,withdrawn,,I-142,19920505-0115
R3992,registered,,I-2048,19920505-0115
R3993,registered,,I-357,19920505-0115
R3994,registered,,I-3921,19920505-0115
R3995,completed,5,I-2167,19920505-0115
R3996,withdrawn,,I-5202,19920505-0115
R3997,withdrawn,,I-2169,19920505-0115
R3998,registered,,I-2687,19920505-0115
R3999,withdrawn,,I-483,19900818-0116
R4000,not started,,I-71,19900818-0116
R4001,registered,,I-4994,19900818-0116
R4002,completed,5,I-2388,19900818-0116
R4003,completed,3,I-5113,19900818-0116
R4004,withdrawn,,I-3844,19900818-0116
R4005,not started,,I-1342,19900818-0116
R4006,completed,4,I-5116,19900818-0116
R4007,registered,,I-5226,19900818-0116
R4008,completed,4,I-5228,19900818-0116
R4009,registered,,I-3032,19900818-0116
R4010,completed,5,I-510,19900818-0116
R4011,completed,5,I-3412,19930512-0117
R4012,registered,,I-3413,19930512-0117
R4013,withdrawn,,I-1537,19930512-0117
R4014,withdrawn,,I-3415,19930512-0117
R4015,withdrawn,,I-1636,19930512-0117
R4016,registered,,I-3420,19930512-0117
R4017,completed,5,I-3417,19930512-0117
R4018,not started,,I-797,19930512-0117
R4019,withdrawn,,I-3513,19930512-0117
R4020,withdrawn,,I-3414,19930512-0117
R4021,withdrawn,,I-911,19930512-0117
R4022,completed,5,I-3520,19930512-0117
R4023,withdrawn,,I-3521,19930512-0117
R4024,completed,4,I-3522,19930512-0117
R4025,registered,,I-1758,19931226-0118
R4026,withdrawn,,I-1760,19931226-0118
R4027,not started,,I-3839,19931226-0118
R4028,registered,,I-1762,19931226-0118
R4029,registered,,I-1869,19931226-0118
R4030,not started,,I-1870,19931226-0118
R4031,registered,,I-1871,19931226-0118
R4032,completed,4,I-1878,19931226-0118
R4033,registered,,I-362,19901011-0119
R4034,withdrawn,,I-3003,19901011-0119
R4035,not started,,I-5296,19901011-0119
R4036,withdrawn,,I-5294,19901011-0119
R4037,not started,,I-5295,19901011-0119
R4038,registered,,I-5298,19901011-0119
R4039,not started,,I-5299,19901011-0119
R4040,completed,3,I-5297,19901011-0119
R4041,registered,,I-5408,19901011-0119
R4042,completed,5,I-5410,19901011-0119
R4043,withdrawn,,I-3009,19901011-0119
R4044,not started,,I-4248,19901011-0119
R4045,withdrawn,,I-2462,19921127-0120
R4046,completed,5,I-1623,19921127-0120
R4047,completed,5,I-3599,19921127-0120
R4048,registered,,I-3597,19921127-0120
R4049,completed,5,I-5295,19921127-0120
R4050,withdrawn,,I-1944,19921127-0120
R4051,registered,,I-3710,19921127-0120
R4052,completed,5,I-4242,19921127-0120
R4053,withdrawn,,I-983,19920320-0121
R4054,withdrawn,,I-984,19920320-0121
R4055,not started,,I-987,19920320-0121
R4056,not started,,I-34,19920320-0121
R4057,not started,,I-986,19920320-0121
R4058,withdrawn,,I-990,19920320-0121
R4059,withdrawn,,I-458,19920320-0121
R4060,withdrawn,,I-991,19920320-0121
R4061,not started,,I-1102,19920320-0121
R4062,registered,,I-1110,19920320-0121
R4063,completed,4,I-261,19920320-0121
R4064,withdrawn,,I-3295,19920320-0121
R4065,registered,,I-5298,19920320-0121
R4066,not started,,I-1310,19920320-0121
R4067,registered,,I-1638,19920320-0121
R4068,completed,3,I-1218,19920320-0121
R4069,withdrawn,,I-1220,19920320-0121
