InstanceId,studyPeriod,academicYear,planningNumStudents,seniorHours,assistantHours,Contains,ExaminedBy
I-1983,2,2021-2022,60,260,360,1183,19570828-0008
I-1984,4,2021-2022,50,240,420,1082,19680712-0028
I-1985,3,2021-2022,20,260,200,1003,19600905-0003
I-1986,1,2021-2022,40,260,300,1281,19690917-0022
I-1987,1,2021-2022,20,260,300,1265,19680712-0028
I-1988,2,2021-2022,20,260,360,1171,19611219-0014
I-1989,1,2021-2022,20,240,200,1148,19630126-0001
I-1990,1,2021-2022,20,240,420,1118,19570826-0012
I-1991,4,2021-2022,20,240,360,1080,19611219-0014
I-1992,1,2022-2023,60,260,300,1293,19600905-0003
I-1993,3,2022-2023,50,280,240,1060,19640414-0013
I-1994,3,2022-2023,50,240,240,1016,19601021-0018
I-1995,1,2022-2023,20,280,360,1253,19570826-0012
I-1996,3,2022-2023,20,240,280,1232,19590129-0004
I-1997,2,2022-2023,60,280,300,1227,19680712-0028
I-1998,4,2022-2023,50,280,360,1210,19610623-0005
I-1999,2,2022-2023,40,280,420,1201,19680712-0028
I-2000,1,2023-2024,20,240,280,1179,19650303-0019
I-2001,3,2023-2024,20,280,420,1073,19640220-0029
I-2002,2,2023-2024,50,240,200,1291,19600905-0003
I-2003,1,2023-2024,60,240,240,1103,19650303-0019
I-2004,4,2023-2024,60,280,240,1296,19570615-0011
I-2005,1,2023-2024,20,280,360,1155,19600905-0003
I-2006,4,2023-2024,50,260,200,1150,19620831-0024
I-2007,4,2023-2024,50,260,200,1094,19640414-0013
I-2008,4,2023-2024,40,240,280,1010,19580515-0017
I-2009,3,2013-2014,60,260,360,1077,19650303-0019
I-2010,3,2013-2014,50,240,240,1160,19630126-0001
I-2011,4,2013-2014,40,280,200,1112,19600529-0021
I-2012,2,2013-2014,40,240,240,1080,19611219-0014
I-2013,2,2013-2014,40,240,200,1156,19690513-0015
I-2014,4,2013-2014,20,240,360,1091,19590129-0004
I-2015,4,2013-2014,40,240,240,1064,19610620-0006
I-2016,3,2013-2014,20,260,420,1055,19640414-0013
I-2017,4,2013-2014,40,240,300,1015,19561222-0030
I-2018,2,2014-2015,60,240,240,1202,19630126-0001
I-2019,3,2014-2015,40,280,360,1193,19620424-0026
I-2020,2,2014-2015,40,260,360,1124,19650303-0019
I-2021,3,2014-2015,60,280,300,1096,19630126-0001
I-2022,4,2014-2015,60,240,200,1066,19610623-0005
I-2023,3,2014-2015,40,260,360,1133,19580218-0007
I-2024,3,2014-2015,40,260,240,1131,19620424-0026
I-2025,1,2014-2015,20,280,360,1082,19580218-0007
I-2026,1,2014-2015,60,260,360,1052,19640220-0029
I-2027,4,2015-2016,50,260,300,1253,19611219-0014
I-2028,2,2015-2016,50,280,300,1228,19690917-0022
I-2029,1,2015-2016,20,280,280,1298,19611219-0014
I-2030,3,2015-2016,20,240,240,1233,19600905-0003
I-2031,4,2015-2016,20,240,300,1181,19570615-0011
I-2032,2,2015-2016,20,280,300,1246,19610620-0006
I-2033,1,2015-2016,20,240,200,1203,19560612-0010
I-2034,3,2015-2016,40,280,280,1146,19650303-0019
I-2035,2,2015-2016,60,280,280,1135,19560812-0016
I-2036,1,2015-2016,40,240,200,1074,19580515-0017
I-2037,4,2016-2017,20,260,240,1240,19560705-0025
I-2038,2,2016-2017,50,240,300,1198,19690513-0015
I-2039,4,2016-2017,20,260,360,1282,19611219-0014
I-2040,2,2016-2017,60,240,300,1165,19660630-0020
I-2041,1,2016-2017,50,280,420,1079,19560705-0025
I-2042,1,2016-2017,50,240,360,1291,19620831-0024
I-2043,3,2016-2017,50,240,280,1285,19620522-0023
I-2044,1,2016-2017,60,260,200,1137,19620831-0024
I-2045,2,2016-2017,40,260,420,1085,19590129-0004
I-2046,2,2016-2017,20,260,200,1018,19560705-0025
I-2047,1,2016-2017,40,240,240,1003,19580218-0007
I-2048,2,2017-2018,40,260,200,1122,19560612-0010
I-2049,4,2017-2018,20,240,300,1084,19640414-0013
I-2050,3,2017-2018,40,240,360,1268,19580515-0017
I-2051,2,2017-2018,20,240,300,1224,19610620-0006
I-2052,3,2017-2018,60,260,200,1147,19690917-0022
I-2053,1,2017-2018,20,280,240,1104,19610620-0006
I-2054,4,2017-2018,40,280,420,1272,19690408-0009
I-2055,3,2017-2018,40,240,360,1233,19690917-0022
I-2056,3,2017-2018,40,280,240,1182,19560612-0010
I-2057,2,2017-2018,50,260,420,1108,19580218-0007
I-2058,3,2018-2019,40,240,420,1237,19690513-0015
I-2059,1,2018-2019,40,280,240,1025,19690917-0022
I-2060,4,2018-2019,40,240,360,1127,19600814-0002
I-2061,2,2018-2019,50,240,360,1126,19570826-0012
I-2062,1,2018-2019,60,280,280,1123,19690513-0015
I-2063,1,2018-2019,50,260,240,1015,19601021-0018
I-2064,1,2018-2019,60,260,420,1268,19600529-0021
I-2065,2,2018-2019,40,260,360,1257,19650303-0019
I-2066,3,2018-2019,40,260,240,1154,19590129-0004
I-2067,3,2018-2019,50,260,420,1147,19640414-0013
I-2068,1,2018-2019,40,240,360,1034,19560705-0025
I-2069,4,2019-2020,40,280,300,1194,19570615-0011
I-2070,3,2019-2020,20,240,200,1108,19560705-0025
I-2071,3,2019-2020,40,240,300,1220,19610623-0005
I-2072,1,2019-2020,60,240,240,1097,19580515-0017
I-2073,4,2019-2020,50,260,420,1026,19620424-0026
I-2074,3,2019-2020,40,280,420,1010,19620831-0024
I-2075,2,2019-2020,50,240,240,1222,19690513-0015
I-2076,1,2019-2020,50,240,360,1218,19610620-0006
I-2077,4,2019-2020,60,260,420,1188,19680712-0028
I-2078,2,2019-2020,20,260,200,1177,19600814-0002
I-2079,2,2019-2020,60,240,240,1107,19660630-0020
I-2080,3,2020-2021,40,280,200,1282,19630126-0001
I-2081,3,2020-2021,20,260,300,1074,19560812-0016
I-2082,1,2020-2021,40,280,240,1272,19570828-0008
I-2083,4,2020-2021,50,240,200,1239,19600529-0021
I-2084,4,2020-2021,40,280,420,1290,19611219-0014
I-2085,4,2020-2021,40,280,360,1187,19660630-0020
I-2086,2,2020-2021,50,280,420,1179,19610623-0005
I-2087,4,2020-2021,40,240,200,1157,19680712-0028
I-2088,1,2020-2021,40,240,280,1047,19690513-0015
I-2089,2,2020-2021,50,260,300,1035,19560705-0025
I-2090,3,2021-2022,20,260,300,1249,19560612-0010
I-2091,1,2021-2022,50,260,300,1177,19560812-0016
I-2092,3,2021-2022,20,240,300,1099,19561222-0030
I-2093,2,2021-2022,40,280,240,1054,19601021-0018
I-2094,2,2021-2022,50,260,280,1294,19610918-0027
I-2095,3,2021-2022,20,280,300,1104,19560612-0010
I-2096,2,2021-2022,60,280,420,1062,19561222-0030
I-2097,4,2021-2022,40,240,240,1019,19690917-0022
I-2098,3,2022-2023,50,240,200,1102,19570828-0008
I-2099,3,2022-2023,20,280,300,1280,19600529-0021
I-2100,2,2022-2023,60,240,420,1156,19640220-0029
I-2101,4,2022-2023,60,260,280,1057,19560705-0025
I-2102,3,2022-2023,60,260,360,1276,19640220-0029
I-2103,4,2022-2023,40,260,420,1224,19560812-0016
I-2104,1,2022-2023,20,240,200,1171,19561222-0030
I-2105,2,2022-2023,60,280,240,1141,19600814-0002
I-2106,1,2022-2023,40,260,200,1085,19560812-0016
I-2107,4,2023-2024,20,240,240,1048,19611219-0014
I-2108,4,2023-2024,60,240,240,1014,19610620-0006
I-2109,3,2023-2024,40,260,240,1289,19560612-0010
I-2110,1,2023-2024,20,260,200,1247,19570826-0012
I-2111,3,2023-2024,40,280,240,1209,19640220-0029
I-2112,4,2023-2024,40,260,360,1152,19690408-0009
I-2113,2,2023-2024,20,240,420,1259,19611219-0014
I-2114,4,2023-2024,40,240,300,1252,19690917-0022
I-2115,1,2023-2024,20,260,420,1178,19580218-0007
I-2116,2,2023-2024,50,240,200,1155,19690513-0015
I-2117,2,2023-2024,40,280,420,1130,19610623-0005
I-2118,1,2013-2014,20,240,280,1066,19600529-0021
I-2119,2,2013-2014,60,240,240,1026,19600529-0021
I-2120,1,2013-2014,20,280,360,1176,19640414-0013
I-2121,4,2013-2014,60,240,280,1101,19610620-0006
I-2122,2,2013-2014,60,240,360,1047,19560705-0025
I-2123,1,2013-2014,20,240,240,1012,19570828-0008
I-2124,3,2013-2014,20,260,360,1290,19600814-0002
I-2125,1,2013-2014,50,260,420,1284,19620831-0024
I-2126,2,2013-2014,40,260,360,1276,19570828-0008
I-2127,3,2013-2014,60,260,240,1105,19620424-0026
I-2128,3,2014-2015,50,240,240,1072,19560812-0016
I-2129,3,2014-2015,40,260,300,1140,19660630-0020
I-2130,1,2014-2015,60,240,200,1123,19620522-0023
I-2131,4,2014-2015,60,280,280,1006,19560705-0025
I-2132,2,2014-2015,20,240,200,1234,19600905-0003
I-2133,1,2014-2015,50,240,420,1085,19601021-0018
I-2134,2,2014-2015,60,260,300,1078,19561222-0030
I-2135,4,2014-2015,60,280,360,1037,19580218-0007
I-2136,1,2015-2016,20,260,420,1247,19600529-0021
I-2137,2,2015-2016,50,280,240,1254,19570826-0012
I-2138,3,2015-2016,60,280,300,1252,19620831-0024
I-2139,1,2015-2016,60,280,300,1074,19620522-0023
I-2140,3,2015-2016,60,280,240,1014,19611219-0014
I-2141,2,2015-2016,60,240,420,1226,19590129-0004
I-2142,2,2015-2016,60,240,360,1215,19640414-0013
I-2143,1,2015-2016,40,280,360,1102,19601021-0018
I-2144,1,2015-2016,50,280,240,1026,19690408-0009
I-2145,2,2015-2016,40,240,200,1013,19600529-0021
I-2146,4,2016-2017,20,280,200,1186,19640414-0013
I-2147,2,2016-2017,50,260,360,1004,19611219-0014
I-2148,3,2016-2017,40,280,240,1133,19690513-0015
I-2149,1,2016-2017,40,260,300,1122,19570828-0008
I-2150,2,2016-2017,40,240,240,1003,19690513-0015
I-2151,4,2016-2017,50,280,240,1292,19650303-0019
I-2152,1,2016-2017,40,280,360,1250,19600529-0021
I-2153,3,2016-2017,20,280,360,1168,19660630-0020
I-2154,1,2016-2017,20,280,280,1094,19640414-0013
I-2155,3,2016-2017,20,240,240,1038,19611219-0014
I-2156,1,2017-2018,50,280,360,1236,19580515-0017
I-2157,2,2017-2018,50,280,240,1109,19560812-0016
I-2158,3,2017-2018,50,280,240,1200,19560612-0010
I-2159,3,2017-2018,50,280,300,1189,19580515-0017
I-2160,3,2017-2018,60,240,240,1075,19640414-0013
I-2161,4,2017-2018,40,280,240,1157,19560612-0010
I-2162,4,2017-2018,50,260,420,1126,19600529-0021
I-2163,3,2017-2018,50,240,280,1088,19690513-0015
I-2164,3,2017-2018,50,240,240,1083,19560612-0010
I-2165,4,2017-2018,20,260,360,1060,19610623-0005
I-2166,4,2017-2018,60,280,280,1037,19590129-0004
I-2167,2,2018-2019,60,240,240,1266,19620424-0026
I-2168,1,2018-2019,50,260,360,1206,19600814-0002
I-2169,2,2018-2019,20,280,420,1295,19690513-0015
I-2170,1,2018-2019,60,260,360,1281,19620831-0024
I-2171,4,2018-2019,40,280,420,1259,19601021-0018
I-2172,3,2018-2019,20,280,420,1216,19560705-0025
I-2173,2,2018-2019,60,260,240,1079,19560612-0010
I-2174,2,2018-2019,20,280,360,1017,19610623-0005
I-2175,4,2019-2020,50,260,300,1230,19620831-0024
I-2176,3,2019-2020,60,240,200,1239,19570826-0012
I-2177,2,2019-2020,60,240,240,1217,19570615-0011
I-2178,3,2019-2020,50,240,200,1291,19561222-0030
I-2179,2,2019-2020,60,240,300,1277,19620424-0026
I-2180,4,2019-2020,60,240,280,1157,19690408-0009
I-2181,2,2019-2020,60,260,240,1144,19630126-0001
I-2182,2,2019-2020,20,280,240,1120,19680712-0028
I-2183,2,2019-2020,50,260,200,1105,19680712-0028
I-2184,2,2020-2021,40,240,200,1224,19690408-0009
I-2185,3,2020-2021,40,260,360,1045,19611219-0014
I-2186,2,2020-2021,60,240,240,1286,19600814-0002
I-2187,4,2020-2021,50,260,200,1197,19561222-0030
I-2188,4,2020-2021,60,260,280,1192,19610623-0005
I-2189,4,2020-2021,60,240,200,1067,19610623-0005
I-2190,3,2020-2021,40,260,300,1299,19561222-0030
I-2191,2,2020-2021,20,240,360,1220,19590129-0004
I-2192,2,2020-2021,20,260,280,1131,19630126-0001
I-2193,1,2020-2021,60,260,280,1128,19690513-0015
I-2194,4,2021-2022,20,260,240,1270,19590129-0004
I-2195,2,2021-2022,50,240,300,1248,19580218-0007
I-2196,2,2021-2022,60,260,420,1215,19570615-0011
I-2197,3,2021-2022,20,240,300,1213,19600905-0003
I-2198,1,2021-2022,60,260,240,1088,19600814-0002
I-2199,2,2021-2022,60,240,360,1280,19611219-0014
I-2200,2,2021-2022,50,260,420,1279,19640414-0013
I-2201,1,2021-2022,60,240,360,1204,19680712-0028
I-2202,1,2021-2022,40,260,360,1165,19620424-0026
I-2203,3,2021-2022,50,280,420,1164,19620831-0024
I-2204,2,2022-2023,60,240,240,1191,19690513-0015
I-2205,2,2022-2023,40,240,420,1299,19600905-0003
I-2206,1,2022-2023,40,240,420,1223,19570828-0008
I-2207,2,2022-2023,50,280,200,1180,19690917-0022
I-2208,4,2022-2023,50,260,200,1003,19600814-0002
I-2209,4,2022-2023,60,240,280,1238,19560612-0010
I-2210,2,2022-2023,40,240,200,1217,19610918-0027
I-2211,1,2022-2023,20,280,280,1098,19560812-0016
I-2212,3,2022-2023,20,260,240,1084,19580515-0017
I-2213,2,2023-2024,50,260,280,1264,19560612-0010
I-2214,2,2023-2024,50,280,240,1032,19690513-0015
I-2215,3,2023-2024,50,240,420,1185,19690917-0022
I-2216,2,2023-2024,50,260,240,1150,19620522-0023
I-2217,2,2023-2024,20,240,280,1038,19630126-0001
I-2218,2,2023-2024,40,280,420,1297,19580515-0017
I-2219,1,2023-2024,50,240,200,1275,19620424-0026
I-2220,2,2023-2024,60,260,240,1266,19690513-0015
I-2221,1,2023-2024,50,280,240,1072,19660630-0020
I-2222,4,2013-2014,60,240,240,1008,19560812-0016
I-2223,3,2013-2014,50,240,420,1208,19611219-0014
I-2224,3,2013-2014,20,260,280,1160,19660630-0020
I-2225,4,2013-2014,20,280,300,1054,19690917-0022
I-2226,3,2013-2014,60,240,420,1016,19610623-0005
I-2227,4,2013-2014,20,260,200,1265,19611219-0014
I-2228,1,2013-2014,20,260,200,1252,19560812-0016
I-2229,1,2013-2014,20,240,420,1191,19600905-0003
I-2230,2,2013-2014,20,240,420,1166,19560812-0016
I-2231,3,2013-2014,40,260,200,1137,19590129-0004
I-2232,4,2014-2015,20,260,240,1058,19580515-0017
I-2233,3,2014-2015,40,240,420,1097,19570826-0012
I-2234,3,2014-2015,40,260,360,1064,19620424-0026
I-2235,4,2014-2015,50,280,200,1038,19620522-0023
I-2236,1,2014-2015,50,280,360,1009,19620424-0026
I-2237,4,2014-2015,60,260,240,1182,19600529-0021
I-2238,4,2014-2015,20,240,420,1141,19650303-0019
I-2239,2,2014-2015,40,240,300,1120,19690917-0022
I-2240,3,2014-2015,50,260,420,1107,19660630-0020
I-2241,1,2014-2015,40,260,420,1094,19560812-0016
I-2242,1,2014-2015,60,260,300,1046,19611219-0014
I-2243,4,2015-2016,40,240,240,1169,19580515-0017
I-2244,4,2015-2016,40,260,300,1133,19570615-0011
I-2245,2,2015-2016,50,240,420,1039,19690408-0009
I-2246,4,2015-2016,60,260,240,1284,19620831-0024
I-2247,3,2015-2016,60,280,420,1257,19690408-0009
I-2248,3,2015-2016,20,280,280,1247,19601021-0018
I-2249,2,2015-2016,50,240,280,1246,19640414-0013
I-2250,4,2015-2016,60,260,240,1163,19620424-0026
I-2251,2,2015-2016,60,280,200,1056,19560705-0025
I-2252,3,2016-2017,60,260,420,1168,19560612-0010
I-2253,1,2016-2017,50,260,300,1057,19570826-0012
I-2254,3,2016-2017,20,240,240,1239,19600905-0003
I-2255,2,2016-2017,20,280,240,1046,19660630-0020
I-2256,1,2016-2017,50,280,200,1178,19640220-0029
I-2257,1,2016-2017,40,280,280,1167,19610623-0005
I-2258,4,2016-2017,60,260,300,1158,19560612-0010
I-2259,4,2016-2017,40,240,200,1088,19640414-0013
I-2260,3,2016-2017,50,280,200,1085,19610623-0005
I-2261,4,2016-2017,40,240,300,1059,19610918-0027
I-2262,3,2017-2018,40,260,300,1184,19640220-0029
I-2263,3,2017-2018,50,240,300,1025,19611219-0014
I-2264,3,2017-2018,40,240,240,1268,19570828-0008
I-2265,2,2017-2018,60,240,200,1250,19560705-0025
I-2266,2,2017-2018,20,240,200,1142,19560812-0016
I-2267,1,2017-2018,50,280,240,1034,19640414-0013
I-2268,3,2017-2018,20,240,280,1188,19640414-0013
I-2269,4,2017-2018,40,280,420,1148,19620522-0023
I-2270,3,2017-2018,60,240,280,1065,19690917-0022
I-2271,4,2017-2018,40,260,360,1024,19610620-0006
I-2272,4,2018-2019,20,280,300,1206,19560612-0010
I-2273,4,2018-2019,20,260,420,1041,19600529-0021
I-2274,2,2018-2019,50,260,200,1240,19611219-0014
I-2275,2,2018-2019,20,260,240,1145,19640220-0029
I-2276,2,2018-2019,20,240,240,1119,19600814-0002
I-2277,4,2018-2019,40,280,200,1091,19660630-0020
I-2278,2,2018-2019,40,260,300,1264,19610620-0006
I-2279,1,2018-2019,20,240,200,1220,19580218-0007
I-2280,2,2018-2019,40,240,360,1086,19600905-0003
I-2281,4,2018-2019,60,280,300,1060,19600905-0003
I-2282,1,2018-2019,20,240,420,1051,19570615-0011
I-2283,4,2018-2019,20,260,300,1016,19600905-0003
I-2284,2,2019-2020,50,260,200,1215,19560705-0025
I-2285,1,2019-2020,20,280,240,1248,19570828-0008
I-2286,4,2019-2020,20,240,200,1218,19570828-0008
I-2287,4,2019-2020,20,240,360,1140,19640414-0013
I-2288,3,2019-2020,50,240,300,1223,19610918-0027
I-2289,2,2019-2020,40,240,280,1075,19610918-0027
I-2290,2,2019-2020,50,260,200,1048,19601021-0018
I-2291,2,2019-2020,60,280,280,1028,19580218-0007
I-2292,1,2020-2021,60,280,280,1077,19610623-0005
I-2293,2,2020-2021,50,260,200,1289,19600905-0003
I-2294,2,2020-2021,20,280,200,1105,19620424-0026
I-2295,2,2020-2021,50,280,240,1024,19610620-0006
I-2296,1,2020-2021,20,240,360,1269,19560612-0010
I-2297,4,2020-2021,20,240,360,1216,19570828-0008
I-2298,1,2020-2021,40,280,280,1172,19610918-0027
I-2299,1,2020-2021,50,280,200,1131,19611219-0014
I-2300,3,2021-2022,60,280,300,1162,19620831-0024
I-2301,3,2021-2022,20,260,240,1157,19570826-0012
I-2302,4,2021-2022,40,260,240,1295,19570615-0011
I-2303,1,2021-2022,40,280,300,1281,19640220-0029
I-2304,4,2021-2022,60,260,280,1255,19650303-0019
I-2305,1,2021-2022,50,260,280,1245,19601021-0018
I-2306,1,2021-2022,50,260,280,1236,19680712-0028
I-2307,2,2021-2022,40,280,360,1137,19600905-0003
I-2308,2,2021-2022,50,280,420,1087,19600814-0002
I-2309,1,2021-2022,40,260,420,1018,19560705-0025
I-2310,1,2022-2023,60,240,200,1197,19650303-0019
I-2311,2,2022-2023,40,240,240,1094,19640220-0029
I-2312,2,2022-2023,20,240,240,1244,19690408-0009
I-2313,3,2022-2023,50,260,240,1179,19580515-0017
I-2314,3,2022-2023,40,280,280,1235,19660630-0020
I-2315,3,2022-2023,20,240,420,1204,19560812-0016
I-2316,3,2022-2023,20,280,300,1196,19611219-0014
I-2317,4,2022-2023,60,240,200,1089,19610918-0027
I-2318,2,2022-2023,50,260,200,1080,19690513-0015
I-2319,2,2022-2023,40,240,300,1075,19610918-0027
I-2320,4,2023-2024,50,280,200,1269,19570826-0012
I-2321,1,2023-2024,20,240,240,1267,19590129-0004
I-2322,3,2023-2024,60,280,300,1141,19580515-0017
I-2323,2,2023-2024,50,240,280,1114,19601021-0018
I-2324,2,2023-2024,50,240,200,1069,19590129-0004
I-2325,1,2023-2024,20,240,300,1066,19680712-0028
I-2326,4,2023-2024,60,280,360,1290,19650303-0019
I-2327,4,2023-2024,20,260,200,1261,19640220-0029
I-2328,2,2023-2024,60,260,200,1150,19620522-0023
I-2329,1,2023-2024,20,260,420,1077,19610918-0027
I-2330,2,2023-2024,20,260,360,1076,19610623-0005
I-2331,3,2023-2024,50,260,200,1062,19680712-0028
I-2332,3,2013-2014,20,280,240,1117,19690513-0015
I-2333,4,2013-2014,20,280,420,1202,19560612-0010
I-2334,4,2013-2014,20,240,280,1183,19690513-0015
I-2335,2,2013-2014,50,280,280,1041,19650303-0019
I-2336,2,2013-2014,50,240,420,1288,19560705-0025
I-2337,1,2013-2014,40,240,240,1211,19640220-0029
I-2338,4,2013-2014,50,240,300,1196,19690917-0022
I-2339,1,2013-2014,50,280,360,1190,19610918-0027
I-2340,3,2014-2015,50,280,420,1229,19610620-0006
I-2341,2,2014-2015,60,260,360,1171,19610918-0027
I-2342,2,2014-2015,50,280,280,1291,19580515-0017
I-2343,1,2014-2015,40,260,200,1118,19600905-0003
I-2344,4,2014-2015,50,240,360,1250,19680712-0028
I-2345,4,2014-2015,20,260,280,1206,19680712-0028
I-2346,1,2014-2015,60,240,360,1135,19600814-0002
I-2347,2,2014-2015,60,280,200,1132,19560612-0010
I-2348,4,2014-2015,40,260,360,1064,19660630-0020
I-2349,2,2014-2015,40,240,240,1051,19601021-0018
I-2350,4,2015-2016,40,240,300,1255,19610623-0005
I-2351,4,2015-2016,50,280,420,1155,19620522-0023
I-2352,2,2015-2016,20,280,200,1146,19620424-0026
I-2353,2,2015-2016,50,240,360,1064,19570828-0008
I-2354,2,2015-2016,40,240,360,1174,19561222-0030
I-2355,3,2015-2016,20,240,420,1111,19580218-0007
I-2356,4,2015-2016,40,280,300,1050,19690513-0015
I-2357,4,2015-2016,60,280,240,1037,19561222-0030
I-2358,2,2015-2016,20,280,300,1036,19570828-0008
I-2359,4,2016-2017,60,260,200,1113,19570615-0011
I-2360,1,2016-2017,20,260,420,1272,19610620-0006
I-2361,4,2016-2017,60,260,240,1209,19580218-0007
I-2362,4,2016-2017,50,260,280,1136,19561222-0030
I-2363,1,2016-2017,60,280,200,1027,19570615-0011
I-2364,2,2016-2017,60,240,360,1263,19561222-0030
I-2365,2,2016-2017,20,280,420,1213,19600814-0002
I-2366,4,2016-2017,20,240,200,1187,19690408-0009
I-2367,1,2016-2017,60,240,360,1048,19690513-0015
I-2368,3,2016-2017,50,240,240,1014,19570826-0012
I-2369,1,2017-2018,40,240,280,1275,19680712-0028
I-2370,2,2017-2018,60,240,280,1099,19570615-0011
I-2371,4,2017-2018,60,260,420,1258,19620522-0023
I-2372,3,2017-2018,40,240,240,1182,19600529-0021
I-2373,1,2017-2018,20,260,280,1134,19570615-0011
I-2374,2,2017-2018,20,260,200,1216,19620522-0023
I-2375,3,2017-2018,40,280,360,1181,19640414-0013
I-2376,1,2017-2018,50,280,200,1120,19610918-0027
I-2377,1,2017-2018,20,240,300,1014,19561222-0030
I-2378,1,2018-2019,40,260,280,1289,19560812-0016
I-2379,2,2018-2019,20,280,360,1278,19630126-0001
I-2380,2,2018-2019,50,240,420,1287,19690917-0022
I-2381,4,2018-2019,60,260,360,1255,19660630-0020
I-2382,2,2018-2019,60,260,360,1107,19680712-0028
I-2383,3,2018-2019,60,240,200,1246,19611219-0014
I-2384,1,2018-2019,40,280,300,1206,19561222-0030
I-2385,3,2018-2019,20,260,360,1192,19600814-0002
I-2386,1,2018-2019,40,280,240,1041,19690513-0015
I-2387,2,2018-2019,60,280,300,1035,19650303-0019
I-2388,2,2019-2020,60,260,300,1211,19600814-0002
I-2389,2,2019-2020,60,240,200,1288,19610918-0027
I-2390,2,2019-2020,60,280,280,1061,19690513-0015
I-2391,1,2019-2020,40,280,420,1206,19630126-0001
I-2392,3,2019-2020,40,260,420,1174,19570828-0008
I-2393,4,2019-2020,60,240,300,1104,19600529-0021
I-2394,1,2019-2020,60,280,280,1076,19690917-0022
I-2395,3,2019-2020,50,240,420,1047,19570828-0008
I-2396,1,2020-2021,40,240,300,1274,19590129-0004
I-2397,3,2020-2021,40,280,300,1222,19690408-0009
I-2398,1,2020-2021,20,260,280,1012,19570828-0008
I-2399,1,2020-2021,50,240,280,1138,19680712-0028
I-2400,2,2020-2021,40,280,360,1080,19610620-0006
I-2401,3,2020-2021,20,280,300,1071,19690408-0009
