HourId,assignedHours,ReportedHours,assignedBy,reportedBy
WH4630,120,137,I-1847,19790618-0048
WH4631,120,124,I-1847,19931203-0066
WH4632,240,229,I-1848,19690408-0009
WH4633,100,96,I-1848,19750722-0060
WH4634,140,148,I-1848,19910403-0131
WH4635,240,230,I-1849,19560812-0016
WH4636,120,105,I-1849,19781125-0031
WH4637,260,265,I-1850,19601021-0018
WH4638,120,103,I-1850,19750220-0037
WH4639,100,98,I-1850,19900801-0130
WH4640,240,254,I-1851,19620831-0024
WH4641,120,107,I-1851,19750722-0060
WH4642,100,98,I-1851,19930228-0086
WH4643,240,258,I-1852,19610623-0005
WH4644,120,135,I-1852,19781217-0053
WH4645,120,133,I-1852,19900818-0116
WH4646,280,285,I-1853,19690917-0022
WH4647,140,156,I-1853,19780602-0035
WH4648,240,255,I-1854,19590129-0004
WH4649,120,123,I-1854,19760108-0050
WH4650,240,259,I-1855,19590129-0004
WH4651,120,102,I-1855,19750417-0051
WH4652,140,137,I-1855,19920602-0073
WH4653,280,299,I-1856,19640220-0029
WH4654,120,113,I-1856,19761024-0034
WH4655,260,240,I-1857,19620831-0024
WH4656,140,123,I-1857,19781125-0031
WH4657,280,267,I-1858,19640220-0029
WH4658,120,116,I-1858,19770713-0042
WH4659,120,105,I-1858,19900723-0126
WH4660,240,243,I-1859,19590129-0004
WH4661,120,101,I-1859,19760524-0046
WH4662,120,112,I-1859,19900701-0113
WH4663,260,254,I-1860,19680712-0028
WH4664,120,122,I-1860,19770224-0058
WH4665,260,241,I-1861,19570828-0008
WH4666,120,129,I-1861,19770224-0058
WH4667,280,278,I-1862,19610623-0005
WH4668,140,129,I-1862,19780317-0052
WH4669,140,151,I-1862,19920504-0093
WH4670,280,294,I-1863,19580515-0017
WH4671,100,85,I-1863,19751018-0039
WH4672,240,238,I-1864,19580218-0007
WH4673,100,118,I-1864,19780317-0052
WH4674,280,271,I-1865,19620424-0026
WH4675,140,124,I-1865,19750417-0051
WH4676,240,229,I-1866,19560812-0016
WH4677,140,153,I-1866,19790708-0041
WH4678,120,109,I-1866,19910421-0067
WH4679,280,292,I-1867,19560812-0016
WH4680,100,104,I-1867,19760108-0050
WH4681,100,80,I-1867,19921208-0097
WH4682,240,242,I-1868,19610620-0006
WH4683,120,122,I-1868,19781125-0031
WH4684,280,280,I-1869,19580515-0017
WH4685,120,102,I-1869,19790702-0038
WH4686,120,105,I-1869,19910404-0102
WH4687,240,254,I-1870,19690917-0022
WH4688,120,133,I-1870,19770713-0042
WH4689,260,265,I-1871,19590129-0004
WH4690,100,90,I-1871,19781125-0031
WH4691,100,96,I-1871,19931203-0066
WH4692,280,293,I-1872,19590129-0004
WH4693,100,114,I-1872,19750417-0051
WH4694,100,81,I-1872,19920320-0121
WH4695,240,254,I-1873,19580515-0017
WH4696,100,119,I-1873,19750102-0059
WH4697,140,127,I-1873,19910327-0096
WH4698,280,288,I-1874,19620831-0024
WH4699,100,97,I-1874,19780815-0047
WH4700,100,114,I-1874,19920828-0070
WH4701,280,281,I-1875,19610620-0006
WH4702,140,126,I-1875,19781217-0053
WH4703,140,130,I-1875,19900902-0114
WH4704,260,279,I-1876,19650303-0019
WH4705,120,120,I-1876,19790717-0045
WH4706,240,229,I-1877,19620831-0024
WH4707,120,135,I-1877,19770224-0058
WH4708,140,158,I-1877,19900426-0089
WH4709,240,240,I-1878,19620831-0024
WH4710,100,107,I-1878,19761020-0044
WH4711,260,243,I-1879,19690513-0015
WH4712,140,137,I-1879,19750102-0059
WH4713,280,289,I-1880,19580515-0017
WH4714,140,131,I-1880,19750512-0043
WH4715,140,148,I-1880,19900430-0112
WH4716,260,271,I-1881,19570826-0012
WH4717,140,133,I-1881,19750122-0056
WH4718,120,129,I-1881,19900430-0112
WH4719,260,249,I-1882,19610620-0006
WH4720,100,118,I-1882,19750102-0059
WH4721,140,131,I-1882,19900321-0080
WH4722,280,266,I-1883,19590129-0004
WH4723,120,112,I-1883,19780317-0052
WH4724,120,140,I-1883,19900211-0140
WH4725,260,240,I-1884,19560812-0016
WH4726,140,143,I-1884,19780424-0057
WH4727,280,299,I-1885,19610918-0027
WH4728,140,133,I-1885,19780317-0052
WH4729,120,115,I-1885,19900307-0105
WH4730,280,285,I-1886,19580218-0007
WH4731,120,114,I-1886,19761024-0034
WH4732,100,110,I-1886,19910421-0067
WH4733,260,257,I-1887,19640414-0013
WH4734,140,141,I-1887,19761009-0055
WH4735,120,136,I-1887,19930326-0132
WH4736,240,221,I-1888,19630126-0001
WH4737,100,97,I-1888,19750512-0043
WH4738,260,241,I-1889,19580218-0007
WH4739,100,109,I-1889,19761009-0055
WH4740,120,109,I-1889,19900430-0112
WH4741,280,290,I-1890,19630126-0001
WH4742,100,114,I-1890,19780602-0035
WH4743,260,265,I-1891,19600814-0002
WH4744,120,115,I-1891,19790618-0048
WH4745,260,264,I-1892,19561222-0030
WH4746,140,151,I-1892,19780317-0052
WH4747,280,286,I-1893,19680712-0028
WH4748,140,153,I-1893,19761024-0034
WH4749,120,134,I-1893,19920206-0072
WH4750,260,246,I-1894,19620522-0023
WH4751,100,114,I-1894,19761009-0055
WH4752,280,290,I-1895,19620522-0023
WH4753,140,128,I-1895,19761024-0034
WH4754,260,273,I-1896,19690917-0022
WH4755,140,124,I-1896,19781217-0053
WH4756,280,300,I-1897,19560705-0025
WH4757,140,148,I-1897,19770713-0042
WH4758,260,255,I-1898,19580218-0007
WH4759,100,101,I-1898,19761024-0034
WH4760,100,116,I-1898,19900723-0126
WH4761,280,293,I-1899,19620522-0023
WH4762,100,99,I-1899,19750512-0043
WH4763,280,264,I-1900,19640414-0013
WH4764,120,105,I-1900,19760108-0050
WH4765,100,117,I-1900,19900321-0080
WH4766,260,253,I-1901,19570615-0011
WH4767,120,100,I-1901,19790618-0048
WH4768,140,125,I-1901,19931231-0099
WH4769,240,250,I-1902,19590129-0004
WH4770,140,139,I-1902,19781125-0031
WH4771,100,104,I-1902,19910214-0084
WH4772,280,262,I-1903,19560612-0010
WH4773,100,112,I-1903,19760108-0050
WH4774,240,224,I-1904,19560612-0010
WH4775,100,111,I-1904,19771013-0040
WH4776,280,261,I-1905,19640414-0013
WH4777,120,119,I-1905,19780317-0052
WH4778,100,83,I-1905,19900902-0114
WH4779,260,259,I-1906,19570828-0008
WH4780,120,110,I-1906,19761024-0034
WH4781,240,246,I-1907,19620522-0023
WH4782,100,83,I-1907,19750102-0059
WH4783,120,126,I-1907,19900201-0074
WH4784,240,239,I-1908,19690513-0015
WH4785,140,136,I-1908,19771013-0040
WH4786,240,255,I-1909,19570615-0011
WH4787,120,136,I-1909,19750512-0043
WH4788,100,98,I-1909,19901108-0087
WH4789,280,265,I-1910,19601021-0018
WH4790,100,95,I-1910,19760524-0046
WH4791,140,128,I-1910,19900430-0112
WH4792,240,233,I-1911,19660630-0020
WH4793,100,119,I-1911,19790702-0038
WH4794,240,230,I-1912,19611219-0014
WH4795,120,114,I-1912,19750122-0056
WH4796,120,116,I-1912,19910206-0081
WH4797,260,278,I-1913,19560812-0016
WH4798,100,94,I-1913,19761024-0034
WH4799,140,150,I-1913,19900909-0123
WH4800,240,230,I-1914,19600905-0003
WH4801,100,93,I-1914,19770713-0042
WH4802,280,286,I-1915,19610918-0027
WH4803,100,98,I-1915,19790708-0041
WH4804,240,238,I-1916,19630126-0001
WH4805,100,112,I-1916,19750705-0033
WH4806,280,260,I-1917,19620522-0023
WH4807,140,124,I-1917,19750220-0037
WH4808,140,149,I-1917,19930829-0082
WH4809,260,272,I-1918,19620522-0023
WH4810,100,115,I-1918,19750102-0059
WH4811,120,125,I-1918,19900321-0080
WH4812,280,282,I-1919,19570828-0008
WH4813,120,132,I-1919,19790618-0048
WH4814,140,128,I-1919,19900119-0104
WH4815,280,295,I-1920,19611219-0014
WH4816,100,103,I-1920,19760524-0046
WH4817,100,85,I-1920,19920122-0065
WH4818,260,265,I-1921,19560612-0010
WH4819,140,160,I-1921,19781125-0031
WH4820,120,109,I-1921,19920602-0073
WH4821,280,276,I-1922,19690917-0022
WH4822,140,160,I-1922,19790618-0048
WH4823,280,295,I-1923,19610918-0027
WH4824,100,108,I-1923,19780602-0035
WH4825,280,279,I-1924,19610918-0027
WH4826,120,104,I-1924,19780815-0047
WH4827,100,81,I-1924,19910101-0133
WH4828,280,288,I-1925,19690513-0015
WH4829,120,134,I-1925,19780602-0035
WH4830,120,113,I-1925,19900818-0116
WH4831,260,253,I-1926,19660630-0020
WH4832,140,124,I-1926,19781130-0054
WH4833,100,99,I-1926,19920206-0072
WH4834,240,229,I-1927,19600529-0021
WH4835,120,111,I-1927,19761020-0044
WH4836,120,100,I-1927,19910206-0081
WH4837,240,246,I-1928,19640220-0029
WH4838,120,125,I-1928,19750417-0051
WH4839,120,135,I-1928,19900211-0140
WH4840,240,239,I-1929,19580515-0017
WH4841,140,126,I-1929,19790708-0041
WH4842,240,260,I-1930,19680712-0028
WH4843,120,121,I-1930,19790717-0045
WH4844,100,101,I-1930,19900723-0126
WH4845,260,256,I-1931,19620522-0023
WH4846,140,138,I-1931,19790702-0038
WH4847,120,133,I-1931,19900723-0126
WH4848,260,264,I-1932,19660630-0020
WH4849,140,141,I-1932,19761024-0034
WH4850,260,253,I-1933,19580218-0007
WH4851,140,153,I-1933,19780602-0035
WH4852,120,105,I-1933,19900317-0083
WH4853,240,259,I-1934,19570615-0011
WH4854,100,88,I-1934,19790618-0048
WH4855,240,247,I-1935,19560705-0025
WH4856,120,122,I-1935,19790702-0038
WH4857,240,258,I-1936,19590129-0004
WH4858,120,119,I-1936,19770224-0058
WH4859,240,229,I-1937,19590129-0004
WH4860,120,115,I-1937,19750102-0059
WH4861,240,221,I-1938,19650303-0019
WH4862,140,147,I-1938,19760524-0046
WH4863,100,80,I-1938,19910101-0133
WH4864,260,244,I-1939,19560705-0025
WH4865,140,159,I-1939,19750722-0060
WH4866,280,296,I-1940,19560812-0016
WH4867,100,82,I-1940,19771013-0040
WH4868,100,94,I-1940,19920217-0098
WH4869,280,265,I-1941,19650303-0019
WH4870,140,134,I-1941,19750512-0043
WH4871,140,128,I-1941,19901029-0071
WH4872,260,257,I-1942,19600529-0021
WH4873,100,98,I-1942,19761020-0044
WH4874,120,122,I-1942,19920320-0121
WH4875,280,289,I-1943,19650303-0019
WH4876,100,87,I-1943,19750705-0033
WH4877,240,234,I-1944,19611219-0014
WH4878,140,156,I-1944,19770224-0058
WH4879,120,139,I-1944,19930414-0106
WH4880,280,263,I-1945,19600905-0003
WH4881,100,102,I-1945,19771013-0040
WH4882,240,260,I-1946,19620831-0024
WH4883,100,119,I-1946,19750331-0036
WH4884,280,299,I-1947,19690917-0022
WH4885,140,136,I-1947,19750102-0059
WH4886,100,113,I-1947,19920316-0107
WH4887,240,222,I-1948,19640220-0029
WH4888,100,103,I-1948,19781217-0053
WH4889,120,103,I-1948,19921127-0120
WH4890,240,223,I-1949,19560612-0010
WH4891,120,126,I-1949,19750122-0056
WH4892,120,126,I-1949,19900430-0112
WH4893,240,252,I-1950,19680712-0028
WH4894,140,129,I-1950,19780815-0047
WH4895,280,266,I-1951,19580218-0007
WH4896,140,136,I-1951,19790708-0041
WH4897,140,148,I-1951,19931212-0079
WH4898,260,274,I-1952,19680712-0028
WH4899,140,133,I-1952,19780317-0052
WH4900,120,135,I-1952,19900119-0104
WH4901,260,243,I-1953,19611219-0014
WH4902,120,138,I-1953,19750906-0032
WH4903,260,266,I-1954,19560612-0010
WH4904,120,101,I-1954,19780424-0057
WH4905,100,119,I-1954,19900307-0105
WH4906,280,267,I-1955,19600814-0002
WH4907,140,132,I-1955,19750906-0032
WH4908,120,106,I-1955,19921208-0097
WH4909,260,272,I-1956,19611219-0014
WH4910,100,95,I-1956,19760524-0046
WH4911,260,263,I-1957,19600529-0021
WH4912,120,125,I-1957,19790426-0049
WH4913,280,295,I-1958,19570615-0011
WH4914,140,145,I-1958,19790426-0049
WH4915,260,277,I-1959,19640220-0029
WH4916,120,122,I-1959,19750122-0056
WH4917,280,260,I-1960,19600529-0021
WH4918,120,113,I-1960,19750906-0032
WH4919,240,249,I-1961,19680712-0028
WH4920,100,83,I-1961,19750705-0033
WH4921,280,285,I-1962,19611219-0014
WH4922,100,83,I-1962,19790426-0049
WH4923,280,279,I-1963,19680712-0028
WH4924,120,101,I-1963,19790618-0048
WH4925,100,97,I-1963,19910921-0136
WH4926,240,255,I-1964,19690408-0009
WH4927,140,131,I-1964,19790702-0038
WH4928,280,291,I-1965,19560612-0010
WH4929,140,123,I-1965,19780815-0047
WH4930,100,114,I-1965,19920226-0075
WH4931,280,265,I-1966,19560812-0016
WH4932,140,124,I-1966,19790717-0045
WH4933,140,133,I-1966,19900317-0083
WH4934,240,227,I-1967,19600905-0003
WH4935,140,139,I-1967,19750906-0032
WH4936,120,130,I-1967,19910404-0102
WH4937,280,268,I-1968,19580515-0017
WH4938,120,108,I-1968,19790426-0049
WH4939,120,102,I-1968,19900909-0123
WH4940,280,285,I-1969,19610620-0006
WH4941,140,149,I-1969,19790702-0038
WH4942,100,101,I-1969,19920316-0107
WH4943,240,252,I-1970,19570828-0008
WH4944,120,124,I-1970,19780317-0052
WH4945,240,239,I-1971,19560612-0010
WH4946,140,127,I-1971,19760524-0046
WH4947,280,265,I-1972,19630126-0001
WH4948,120,132,I-1972,19751018-0039
WH4949,100,115,I-1972,19911025-0091
WH4950,280,274,I-1973,19600814-0002
WH4951,120,138,I-1973,19790426-0049
WH4952,240,255,I-1974,19690408-0009
WH4953,100,95,I-1974,19770713-0042
WH4954,120,104,I-1974,19900511-0134
WH4955,280,268,I-1975,19570828-0008
WH4956,120,103,I-1975,19750722-0060
WH4957,260,269,I-1976,19600905-0003
WH4958,140,144,I-1976,19780815-0047
WH4959,280,282,I-1977,19610918-0027
WH4960,120,124,I-1977,19780602-0035
WH4961,260,240,I-1978,19630126-0001
WH4962,140,131,I-1978,19761009-0055
WH4963,280,292,I-1979,19690917-0022
WH4964,120,109,I-1979,19761024-0034
WH4965,280,280,I-1980,19601021-0018
WH4966,140,127,I-1980,19790618-0048
WH4967,260,250,I-1981,19611219-0014
WH4968,100,119,I-1981,19761024-0034
WH4969,120,112,I-1981,19900124-0064
WH4970,280,289,I-1982,19570826-0012
WH4971,100,98,I-1982,19771013-0040
WH4972,280,289,I-1983,19690408-0009
WH4973,120,125,I-1983,19750331-0036
WH4974,120,108,I-1983,19921218-0101
WH4975,240,229,I-1984,19560705-0025
WH4976,100,112,I-1984,19750122-0056
WH4977,120,102,I-1984,19910822-0122
WH4978,260,244,I-1985,19640220-0029
WH4979,120,128,I-1985,19780424-0057
WH4980,100,103,I-1985,19910403-0103
WH4981,240,247,I-1986,19570826-0012
WH4982,120,128,I-1986,19750705-0033
WH4983,240,243,I-1987,19580515-0017
WH4984,120,108,I-1987,19750705-0033
WH4985,260,270,I-1988,19690917-0022
WH4986,100,102,I-1988,19750512-0043
WH4987,100,102,I-1988,19930326-0132
WH4988,260,261,I-1989,19610623-0005
WH4989,120,137,I-1989,19750122-0056
WH4990,100,111,I-1989,19900426-0089
WH4991,280,272,I-1990,19690408-0009
WH4992,140,133,I-1990,19750705-0033
WH4993,140,147,I-1990,19911025-0091
WH4994,280,277,I-1991,19570615-0011
WH4995,140,151,I-1991,19750512-0043
WH4996,100,115,I-1991,19930302-0135
WH4997,260,276,I-1992,19600529-0021
WH4998,140,159,I-1992,19780424-0057
WH4999,120,135,I-1992,19920602-0073
WH5000,260,280,I-1993,19640220-0029
WH5001,120,116,I-1993,19781217-0053
WH5002,280,266,I-1994,19650303-0019
WH5003,120,108,I-1994,19750906-0032
WH5004,260,262,I-1995,19690408-0009
WH5005,140,131,I-1995,19771013-0040
WH5006,100,106,I-1995,19920206-0072
WH5007,240,240,I-1996,19610623-0005
WH5008,100,107,I-1996,19750906-0032
WH5009,240,254,I-1997,19560612-0010
WH5010,120,117,I-1997,19750417-0051
WH5011,140,140,I-1997,19901002-0085
WH5012,240,260,I-1998,19580515-0017
WH5013,140,146,I-1998,19761020-0044
WH5014,280,287,I-1999,19610620-0006
WH5015,120,113,I-1999,19790702-0038
WH5016,240,256,I-2000,19650303-0019
WH5017,140,142,I-2000,19780317-0052
WH5018,120,136,I-2000,19901108-0087
WH5019,240,233,I-2001,19601021-0018
WH5020,120,104,I-2001,19780424-0057
WH5021,100,100,I-2001,19900430-0112
WH5022,260,278,I-2002,19570615-0011
WH5023,140,147,I-2002,19781130-0054
WH5024,280,272,I-2003,19570826-0012
WH5025,120,101,I-2003,19780815-0047
WH5026,280,260,I-2004,19660630-0020
WH5027,140,125,I-2004,19761009-0055
WH5028,120,135,I-2004,19910421-0067
WH5029,240,228,I-2005,19561222-0030
WH5030,140,131,I-2005,19750122-0056
WH5031,240,238,I-2006,19601021-0018
WH5032,140,142,I-2006,19761024-0034
WH5033,120,119,I-2006,19910404-0102
WH5034,260,253,I-2007,19560612-0010
WH5035,140,140,I-2007,19750906-0032
WH5036,280,279,I-2008,19690408-0009
WH5037,100,85,I-2008,19750417-0051
WH5038,240,250,I-2009,19561222-0030
WH5039,100,88,I-2009,19790426-0049
WH5040,100,102,I-2009,19910921-0136
WH5041,260,254,I-2010,19620522-0023
WH5042,140,147,I-2010,19781125-0031
WH5043,140,122,I-2010,19931203-0066
WH5044,260,242,I-2011,19561222-0030
WH5045,100,94,I-2011,19790717-0045
WH5046,240,228,I-2012,19580515-0017
WH5047,120,109,I-2012,19750512-0043
WH5048,240,256,I-2013,19620831-0024
WH5049,100,115,I-2013,19781217-0053
WH5050,240,234,I-2014,19570828-0008
WH5051,100,111,I-2014,19781125-0031
WH5052,280,292,I-2015,19580218-0007
WH5053,100,92,I-2015,19760524-0046
WH5054,260,252,I-2016,19590129-0004
WH5055,100,120,I-2016,19780424-0057
WH5056,120,128,I-2016,19900317-0083
WH5057,280,279,I-2017,19590129-0004
WH5058,100,116,I-2017,19781217-0053
WH5059,100,108,I-2017,19900119-0104
WH5060,240,220,I-2018,19610620-0006
WH5061,120,114,I-2018,19750512-0043
WH5062,120,139,I-2018,19920602-0073
WH5063,260,268,I-2019,19690917-0022
WH5064,100,81,I-2019,19790702-0038
WH5065,240,223,I-2020,19610620-0006
WH5066,140,138,I-2020,19781125-0031
WH5067,100,113,I-2020,19911116-0069
WH5068,260,248,I-2021,19620424-0026
WH5069,100,106,I-2021,19760524-0046
WH5070,140,145,I-2021,19911025-0091
WH5071,240,245,I-2022,19590129-0004
WH5072,120,105,I-2022,19770224-0058
WH5073,260,255,I-2023,19600814-0002
WH5074,120,103,I-2023,19781125-0031
WH5075,140,159,I-2023,19930326-0132
WH5076,240,245,I-2024,19560705-0025
WH5077,140,146,I-2024,19771013-0040
WH5078,120,114,I-2024,19920320-0121
WH5079,240,222,I-2025,19570828-0008
WH5080,120,105,I-2025,19790702-0038
WH5081,120,107,I-2025,19911116-0069
WH5082,240,255,I-2026,19620831-0024
WH5083,100,102,I-2026,19781130-0054
WH5084,120,135,I-2026,19900723-0126
WH5085,260,268,I-2027,19601021-0018
WH5086,120,131,I-2027,19750722-0060
WH5087,240,222,I-2028,19611219-0014
WH5088,120,104,I-2028,19760524-0046
WH5089,280,264,I-2029,19570828-0008
WH5090,140,158,I-2029,19750906-0032
WH5091,280,298,I-2030,19560812-0016
WH5092,140,134,I-2030,19790426-0049
WH5093,100,80,I-2030,19900619-0076
WH5094,260,249,I-2031,19590129-0004
WH5095,100,120,I-2031,19750417-0051
WH5096,120,100,I-2031,19900307-0105
WH5097,280,278,I-2032,19580515-0017
WH5098,120,140,I-2032,19781217-0053
WH5099,260,270,I-2033,19690513-0015
WH5100,100,93,I-2033,19760524-0046
WH5101,120,132,I-2033,19930221-0139
WH5102,260,270,I-2034,19600529-0021
WH5103,100,85,I-2034,19750417-0051
WH5104,100,87,I-2034,19930709-0100
WH5105,240,233,I-2035,19640414-0013
WH5106,120,132,I-2035,19790717-0045
WH5107,280,297,I-2036,19560812-0016
WH5108,140,144,I-2036,19760524-0046
WH5109,120,140,I-2036,19900801-0130
WH5110,260,255,I-2037,19690408-0009
WH5111,120,115,I-2037,19760108-0050
WH5112,260,274,I-2038,19600905-0003
WH5113,140,131,I-2038,19781125-0031
WH5114,140,159,I-2038,19901026-0111
WH5115,280,283,I-2039,19620424-0026
WH5116,120,133,I-2039,19790708-0041
WH5117,240,222,I-2040,19590129-0004
WH5118,140,141,I-2040,19781130-0054
WH5119,100,117,I-2040,19920826-0088
WH5120,240,222,I-2041,19680712-0028
WH5121,120,131,I-2041,19790426-0049
WH5122,260,256,I-2042,19610623-0005
WH5123,140,144,I-2042,19750512-0043
WH5124,100,105,I-2042,19900701-0138
WH5125,280,282,I-2043,19690917-0022
WH5126,120,120,I-2043,19790618-0048
WH5127,140,131,I-2043,19930414-0106
WH5128,260,262,I-2044,19680712-0028
WH5129,140,140,I-2044,19790717-0045
WH5130,280,261,I-2045,19600529-0021
WH5131,140,142,I-2045,19771013-0040
WH5132,100,93,I-2045,19911025-0091
WH5133,240,260,I-2046,19610620-0006
WH5134,120,120,I-2046,19771013-0040
WH5135,120,120,I-2046,19930709-0100
WH5136,260,278,I-2047,19680712-0028
WH5137,100,115,I-2047,19750331-0036
WH5138,260,275,I-2048,19610620-0006
WH5139,140,157,I-2048,19790702-0038
WH5140,100,108,I-2048,19910421-0067
WH5141,260,265,I-2049,19610620-0006
WH5142,120,122,I-2049,19751018-0039
WH5143,280,288,I-2050,19660630-0020
WH5144,140,147,I-2050,19750122-0056
WH5145,100,92,I-2050,19900119-0104
WH5146,240,246,I-2051,19690408-0009
WH5147,100,112,I-2051,19750512-0043
WH5148,120,108,I-2051,19921218-0101
WH5149,260,255,I-2052,19620522-0023
WH5150,100,102,I-2052,19750705-0033
WH5151,240,220,I-2053,19580515-0017
WH5152,120,116,I-2053,19761009-0055
WH5153,100,94,I-2053,19900128-0095
WH5154,260,268,I-2054,19680712-0028
WH5155,140,129,I-2054,19750102-0059
WH5156,120,112,I-2054,19920316-0107
WH5157,280,278,I-2055,19580515-0017
WH5158,140,127,I-2055,19790426-0049
WH5159,100,102,I-2055,19920505-0115
WH5160,280,289,I-2056,19610623-0005
WH5161,100,104,I-2056,19750906-0032
WH5162,100,97,I-2056,19930221-0139
WH5163,240,239,I-2057,19680712-0028
WH5164,140,148,I-2057,19780317-0052
WH5165,280,281,I-2058,19570615-0011
WH5166,140,142,I-2058,19750417-0051
WH5167,260,265,I-2059,19560705-0025
WH5168,100,118,I-2059,19790717-0045
WH5169,240,241,I-2060,19630126-0001
WH5170,100,95,I-2060,19761020-0044
WH5171,100,117,I-2060,19920505-0115
WH5172,240,260,I-2061,19630126-0001
WH5173,100,85,I-2061,19790618-0048
WH5174,120,123,I-2061,19930829-0082
WH5175,260,280,I-2062,19600529-0021
WH5176,120,120,I-2062,19750417-0051
WH5177,280,275,I-2063,19580218-0007
WH5178,140,144,I-2063,19790702-0038
WH5179,280,288,I-2064,19620522-0023
WH5180,100,99,I-2064,19761024-0034
WH5181,280,290,I-2065,19600814-0002
WH5182,100,96,I-2065,19750122-0056
WH5183,120,124,I-2065,19930508-0061
WH5184,240,240,I-2066,19620831-0024
